destination,source,balance
Barbados,Oman,61893
Brunei,Oman,6802555
Botswana,Oman,11659
Central African Republic,Oman,14096
Canada,Oman,3313372
Switzerland,Oman,12029913
Chile,Oman,2403529
China,Oman,774106109
Ivory Coast,Oman,6112100
Cameroon,Oman,3398465
Congo,Oman,298587
Republic of the Congo,Oman,908780
Colombia,Oman,6366639
Comoros,Oman,804829
Costa Rica,Oman,3218441
Cuba,Oman,152957
Cyprus,Oman,290912
Czech Republic,Oman,170691
Germany,Oman,43457470
Djibouti,Oman,96642771
Dominica,Oman,159955
Denmark,Oman,654527
Dominican Republic,Oman,2270192
Algeria,Oman,9265372
Ecuador,Oman,333183
Egypt,Oman,119320712
Eritrea,Oman,975612
Spain,Oman,23319495
Estonia,Oman,6312402
Ethiopia,Oman,285711
Finland,Oman,2194600
Fiji,Oman,75011
France,Oman,69773801
Gabon,Oman,1040522
United Kingdom,Oman,199365953
Georgia,Oman,1939414
Ghana,Oman,6642699
Guinea,Oman,184644
Gambia,Oman,408085
Equatorial Guinea,Oman,333170
Greece,Oman,2880223
Guatemala,Oman,1572754
Hong Kong,Oman,138459001
Honduras,Oman,371068
Croatia,Oman,79677
Hungary,Oman,2569508
Indonesia,Oman,132630786
India,Oman,1075973385
Ireland,Oman,336525
Iran,Oman,423555329
Iraq,Oman,245947062
Italy,Oman,70097156
Jamaica,Oman,6570275
Jordan,Oman,56521373
Japan,Oman,59048733
Kazakhstan,Oman,64717
Kenya,Oman,54860512
Cambodia,Oman,760202
South Korea,Oman,167837511
Kuwait,Oman,361613933
Laos,Oman,1729
Lebanon,Oman,19045022
Liberia,Oman,1419313
Libya,Oman,17430287
Sri Lanka,Oman,34425037
Lithuania,Oman,85893
Luxembourg,Oman,3558288
Latvia,Oman,25237
Morocco,Oman,10934844
Moldova,Oman,260
Madagascar,Oman,1189734
Maldives,Oman,16393493
Mexico,Oman,14776248
Mali,Oman,652
Malta,Oman,921685
Myanmar,Oman,38105382
Mozambique,Oman,29824694
Mauritania,Oman,239308
Mauritius,Oman,6509856
Malawi,Oman,10358
Malaysia,Oman,210434420
Namibia,Oman,7971
New Caledonia,Oman,2964
Niger,Oman,3386
Nigeria,Oman,9782371
Netherlands,Oman,253561880
Norway,Oman,395258
Nepal,Oman,376941
New Zealand,Oman,5375141
Pakistan,Oman,357015333
Panama,Oman,2116127
Peru,Oman,3763708
Philippines,Oman,21243969
Papua New Guinea,Oman,69175
Poland,Oman,4630808
Portugal,Oman,2461341
Paraguay,Oman,565981
Palestine,Oman,2485372
Qatar,Oman,1794918043
Romania,Oman,4767570
Russia,Oman,2474686
Rwanda,Oman,61955
Saudi Arabia,Oman,1661443658
Sudan,Oman,21874182
Senegal,Oman,9104709
Singapore,Oman,151710992
Sierra Leone,Oman,298683
El Salvador,Oman,5892173
Somalia,Oman,221591207
Serbia,Oman,18782
South Sudan,Oman,36751
Slovakia,Oman,104970
Slovenia,Oman,525024
Sweden,Oman,2909183
Seychelles,Oman,1203802
Syria,Oman,4801937
Chad,Oman,369287
Togo,Oman,629984
Thailand,Oman,93993102
Tajikistan,Oman,136957
Turkmenistan,Oman,130683
Tonga,Oman,15409
Trinidad And Tobago,Oman,927591
Tunisia,Oman,5188134
Turkey,Oman,31576683
Tanzania,Oman,22122169
Uganda,Oman,818748
Ukraine,Oman,6540777
Uruguay,Oman,6375013
United States,Oman,642083939
Uzbekistan,Oman,8624
Venezuela,Oman,114975
Vietnam,Oman,164418146
Vanuatu,Oman,15856
Samoa,Oman,71024
Yemen,Oman,592914719
South Africa,Oman,254039124
Zambia,Oman,71063
Zimbabwe,Oman,57622
Aruba,Pakistan,111752
Afghanistan,Pakistan,1180107082
Angola,Pakistan,12178521
Anguilla,Pakistan,6558
Albania,Pakistan,3911465
United Arab Emirates,Pakistan,1175587350
Argentina,Pakistan,31742675
Armenia,Pakistan,112587
Antigua and Barbuda,Pakistan,151526
Australia,Pakistan,206235245
Austria,Pakistan,13710635
Azerbaijan,Pakistan,16036094
Burundi,Pakistan,326520
Belgium,Pakistan,595967233
Benin,Pakistan,47532414
Burkina Faso,Pakistan,213010
Bangladesh,Pakistan,790699312
Bulgaria,Pakistan,28324518
Bahrain,Pakistan,70458878
Bahamas,Pakistan,255784
Bosnia And Herzegovina,Pakistan,242710
Belarus,Pakistan,1043270
Belize,Pakistan,39468
Bermuda,Pakistan,81708
Bolivia,Pakistan,841062
Brazil,Pakistan,74437373
Barbados,Pakistan,288034
Brunei,Pakistan,1091663
Bhutan,Pakistan,319
Botswana,Pakistan,6005300
Central African Republic,Pakistan,31989
Canada,Pakistan,289697186
Switzerland,Pakistan,13861215
Chile,Pakistan,56532108
China,Pakistan,2036877333
Ivory Coast,Pakistan,37802061
Cameroon,Pakistan,14004952
Congo,Pakistan,11077606
Republic of the Congo,Pakistan,545819
Cook Islands,Pakistan,41079
Colombia,Pakistan,35989776
Comoros,Pakistan,13976081
Cape Verde,Pakistan,79098
Costa Rica,Pakistan,2981613
Cuba,Pakistan,2452202
Curacao,Pakistan,956
Cayman Islands,Pakistan,60599
Cyprus,Pakistan,6687993
Czech Republic,Pakistan,54982124
Germany,Pakistan,1340865589
Djibouti,Pakistan,55024514
Dominica,Pakistan,25604
Denmark,Pakistan,194951702
Dominican Republic,Pakistan,6608659
Algeria,Pakistan,14282082
Ecuador,Pakistan,8389296
Egypt,Pakistan,92973296
Eritrea,Pakistan,775682
Spain,Pakistan,946205740
Estonia,Pakistan,14890347
Ethiopia,Pakistan,2183430
Finland,Pakistan,31657942
Fiji,Pakistan,1633505
France,Pakistan,442477407
Gabon,Pakistan,886420
United Kingdom,Pakistan,1677364493
Georgia,Pakistan,6702201
Ghana,Pakistan,46443944
Gibraltar,Pakistan,9679
Guinea,Pakistan,13905938
Gambia,Pakistan,16009994
Guinea Bissau,Pakistan,21942116
Equatorial Guinea,Pakistan,99206
Greece,Pakistan,86744412
Grenada,Pakistan,188559
Guatemala,Pakistan,4893606
Guam,Pakistan,260708
Guyana,Pakistan,735066
Hong Kong,Pakistan,98910844
Heard Island and McDonald Islands,Pakistan,20
Honduras,Pakistan,3590941
Croatia,Pakistan,14783180
Haiti,Pakistan,4505098
Hungary,Pakistan,16950161
Indonesia,Pakistan,146219214
India,Pakistan,66306387
Ireland,Pakistan,68333050
Iran,Pakistan,4679161
Iraq,Pakistan,66171331
Iceland,Pakistan,135415
Italy,Pakistan,808014372
Jamaica,Pakistan,1704185
Jordan,Pakistan,32664491
Japan,Pakistan,202182265
Kazakhstan,Pakistan,83207991
Kenya,Pakistan,266489762
Kyrgyzstan,Pakistan,2159677
Cambodia,Pakistan,36220648
Kiribati,Pakistan,25699
St Kitts and Nevis,Pakistan,43265
South Korea,Pakistan,242289551
Kuwait,Pakistan,102507356
Laos,Pakistan,1085339
Lebanon,Pakistan,20149538
Liberia,Pakistan,1991434
Libya,Pakistan,5378677
Saint Lucia,Pakistan,101566
Sri Lanka,Pakistan,322914832
Lesotho,Pakistan,102957
Lithuania,Pakistan,36763435
Luxembourg,Pakistan,564866
Latvia,Pakistan,30663011
Macau,Pakistan,35391
Morocco,Pakistan,24280151
Moldova,Pakistan,163760
Madagascar,Pakistan,84784272
Maldives,Pakistan,6285910
Mexico,Pakistan,94519824
Mali,Pakistan,784192
Malta,Pakistan,4115180
Myanmar,Pakistan,14644119
Montenegro,Pakistan,5188626
Mongolia,Pakistan,440509
Mozambique,Pakistan,100569805
Mauritania,Pakistan,10989362
Mauritius,Pakistan,17584954
Malawi,Pakistan,1778556
Malaysia,Pakistan,232095858
Namibia,Pakistan,779290
New Caledonia,Pakistan,68033
Niger,Pakistan,73882
Nigeria,Pakistan,27385905
Nicaragua,Pakistan,2118632
Netherlands,Pakistan,1055224959
Norway,Pakistan,59775307
Nepal,Pakistan,19337481
New Zealand,Pakistan,38161230
Oman,Pakistan,170963813
Panama,Pakistan,14381925
Peru,Pakistan,28160144
Philippines,Pakistan,114974053
Papua New Guinea,Pakistan,1459582
Poland,Pakistan,266357351
Portugal,Pakistan,186600049
Paraguay,Pakistan,6987573
Palestine,Pakistan,1239333
French Polynesia,Pakistan,399449
Qatar,Pakistan,142380552
Romania,Pakistan,27889244
Russia,Pakistan,141205514
Rwanda,Pakistan,325650
Saudi Arabia,Pakistan,404924431
Sudan,Pakistan,22558891
Senegal,Pakistan,43721773
Singapore,Pakistan,135757006
Solomon Islands,Pakistan,201676
Sierra Leone,Pakistan,12569359
El Salvador,Pakistan,2796751
Somalia,Pakistan,57847946
Serbia,Pakistan,2052854
Sao Tome And Principe,Pakistan,41535
Suriname,Pakistan,1223468
Slovakia,Pakistan,3146213
Slovenia,Pakistan,78510284
Sweden,Pakistan,130997430
Swaziland,Pakistan,524896
Seychelles,Pakistan,3863456
Syria,Pakistan,12276741
Chad,Pakistan,20715
Togo,Pakistan,33246287
Thailand,Pakistan,254617937
Tajikistan,Pakistan,7811136
Turkmenistan,Pakistan,2638099
Tonga,Pakistan,335711
Trinidad And Tobago,Pakistan,8402289
Tunisia,Pakistan,19094944
Turkey,Pakistan,295733647
Tanzania,Pakistan,86957939
Uganda,Pakistan,1991179
Ukraine,Pakistan,50933103
Uruguay,Pakistan,6050894
United States,Pakistan,4030369559
Uzbekistan,Pakistan,22489985
St Vincent and the Grenadines,Pakistan,117014
Venezuela,Pakistan,1038273
Vietnam,Pakistan,208452848
Vanuatu,Pakistan,33520
Samoa,Pakistan,393040
Yemen,Pakistan,93737689
South Africa,Pakistan,178662110
Zambia,Pakistan,569487
Zimbabwe,Pakistan,5550961
Aruba,Panama,51899288
Angola,Panama,252680
Albania,Panama,1278123
United Arab Emirates,Panama,14861625
Argentina,Panama,43964176
Antigua and Barbuda,Panama,7188854
Australia,Panama,6400963
Austria,Panama,31710
Azerbaijan,Panama,9881
Belgium,Panama,5415952
Benin,Panama,468212
Bonaire,Panama,1261672
Bangladesh,Panama,3996
Bahrain,Panama,1701
Bahamas,Panama,34189522
Belize,Panama,38607074
Bermuda,Panama,8512058
Bolivia,Panama,44619749
Brazil,Panama,64972652
Barbados,Panama,46487411
Central African Republic,Panama,27030
Canada,Panama,10993165
Switzerland,Panama,20312091
Chile,Panama,253703470
China,Panama,36987518
Ivory Coast,Panama,365385
Cameroon,Panama,3828
Colombia,Panama,1063778400
Costa Rica,Panama,752971343
Cuba,Panama,264841276
Curacao,Panama,66696787
Cyprus,Panama,4910
Czech Republic,Panama,24168
Germany,Panama,19162799
Djibouti,Panama,35423
Dominica,Panama,1858581
Denmark,Panama,13152632
Dominican Republic,Panama,541661880
Ecuador,Panama,327578943
Egypt,Panama,95920
Spain,Panama,24713177
Estonia,Panama,5850
Ethiopia,Panama,422340
Finland,Panama,86986
Fiji,Panama,91427
France,Panama,13915151
United Kingdom,Panama,14371701
Georgia,Panama,60267
Ghana,Panama,33595
Gambia,Panama,12750
Greece,Panama,2511449
Grenada,Panama,5189687
Guatemala,Panama,479104901
Guyana,Panama,45341471
Hong Kong,Panama,6075065
Honduras,Panama,392981146
Haiti,Panama,59475104
Indonesia,Panama,2149311
India,Panama,24332490
Ireland,Panama,717686
Iraq,Panama,3000
Israel,Panama,5086375
Italy,Panama,17405584
Jamaica,Panama,133286216
Jordan,Panama,2883620
Japan,Panama,89007760
Kenya,Panama,1825
Cambodia,Panama,7964
St Kitts and Nevis,Panama,2781955
South Korea,Panama,53205554
Kuwait,Panama,28341
Laos,Panama,950
Lebanon,Panama,262914
Liberia,Panama,12603
Saint Lucia,Panama,9372491
Sri Lanka,Panama,130852
Lithuania,Panama,2376
Latvia,Panama,115121
Morocco,Panama,269753
Madagascar,Panama,14400
Mexico,Panama,120939645
Myanmar,Panama,2000
Mauritius,Panama,3276
Malaysia,Panama,3069826
Nigeria,Panama,145452
Nicaragua,Panama,362039965
Netherlands,Panama,270284442
Norway,Panama,1760431
New Zealand,Panama,583489
Oman,Panama,137046
Pakistan,Panama,115769
Peru,Panama,288525126
Philippines,Panama,167951
Poland,Panama,1425929
Portugal,Panama,9326403
Paraguay,Panama,60590825
Qatar,Panama,1864
Romania,Panama,95927
Russia,Panama,987952
Rwanda,Panama,935
Saudi Arabia,Panama,271003
Senegal,Panama,1000
Singapore,Panama,9407352
Sierra Leone,Panama,65439
El Salvador,Panama,342976791
Suriname,Panama,26678265
Slovenia,Panama,185159
Sweden,Panama,309675
Thailand,Panama,20078709
Trinidad And Tobago,Panama,187963331
Turkey,Panama,6213489
Uganda,Panama,25490
Uruguay,Panama,68504709
United States,Panama,2307907929
St Vincent and the Grenadines,Panama,4719243
Venezuela,Panama,602271296
Vietnam,Panama,23790240
Samoa,Panama,916864
South Africa,Panama,946824
Aruba,Peru,3919769
Angola,Peru,1320985
Albania,Peru,427393
United Arab Emirates,Peru,975104282
Argentina,Peru,137922498
American Samoa,Peru,6400
Antigua and Barbuda,Peru,889334
Australia,Peru,91671975
Austria,Peru,2801281
Burundi,Peru,19064
Belgium,Peru,499768224
Benin,Peru,353609
Bonaire,Peru,42876042
Bangladesh,Peru,34543105
Bulgaria,Peru,245354226
Bahrain,Peru,1107883
Bahamas,Peru,14570647
Bosnia And Herzegovina,Peru,30049
Belarus,Peru,92474
Belize,Peru,570756
Bolivia,Peru,707241242
Brazil,Peru,1441619600
Barbados,Peru,2005987
Brunei,Peru,2444
Botswana,Peru,3579
Canada,Peru,2407872138
Switzerland,Peru,2266327679
Chile,Peru,1302851434
China,Peru,13545988734
Ivory Coast,Peru,4241226
Cameroon,Peru,7890815
Congo,Peru,18060
Republic of the Congo,Peru,368944
Colombia,Peru,791472008
Cape Verde,Peru,998419
Costa Rica,Peru,61177297
Cuba,Peru,13395260
Curacao,Peru,4662959
Cayman Islands,Peru,409224
Cyprus,Peru,534187
Czech Republic,Peru,2348772
Germany,Peru,1033530056
Djibouti,Peru,28585
Dominica,Peru,404901
Denmark,Peru,122373519
Dominican Republic,Peru,90499193
Algeria,Peru,2824333
Ecuador,Peru,795955025
Egypt,Peru,4790255
Spain,Peru,1206247265
Estonia,Peru,3036550
Ethiopia,Peru,3556
Finland,Peru,60266519
France,Peru,291209577
Faroe Islands,Peru,57367
Gabon,Peru,180842
United Kingdom,Peru,457778365
Georgia,Peru,88386575
Ghana,Peru,5391805
Guinea,Peru,941770
Gambia,Peru,4308778
Guinea Bissau,Peru,38871
Equatorial Guinea,Peru,732902
Greece,Peru,15806779
Grenada,Peru,240822
Guatemala,Peru,83436176
Guyana,Peru,10065968
Hong Kong,Peru,150067929
Honduras,Peru,62435425
Croatia,Peru,294629
Haiti,Peru,51177300
Hungary,Peru,1299145
Indonesia,Peru,60232570
India,Peru,1786876817
Ireland,Peru,16501282
Iran,Peru,1287938
Iraq,Peru,4779883
Iceland,Peru,1233355
Israel,Peru,8203981
Italy,Peru,610974343
Jamaica,Peru,15832561
Jordan,Peru,1234441
Japan,Peru,1975320361
Kazakhstan,Peru,338940
Kenya,Peru,789234
Kyrgyzstan,Peru,536767
Cambodia,Peru,1136803
St Kitts and Nevis,Peru,18859384
South Korea,Peru,2277693573
Kuwait,Peru,1670977
Lebanon,Peru,3188380
Liberia,Peru,3083647
Libya,Peru,244869
Saint Lucia,Peru,2661507
Sri Lanka,Peru,119042
Lithuania,Peru,7348575
Luxembourg,Peru,29445
Latvia,Peru,2281871
Macau,Peru,8994
Morocco,Peru,9158898
Moldova,Peru,18431
Madagascar,Peru,51326
Maldives,Peru,48193
Mexico,Peru,474806836
Marshall Islands,Peru,7522278
Macedonia,Peru,24873
Mali,Peru,39827
Malta,Peru,939817
Myanmar,Peru,569185
Montenegro,Peru,61920
Mozambique,Peru,120660
Mauritania,Peru,864072
Mauritius,Peru,1029339
Malaysia,Peru,102130569
Namibia,Peru,89697337
New Caledonia,Peru,1516714
Norfolk Island,Peru,47001
Nigeria,Peru,27869009
Nicaragua,Peru,25835310
Netherlands,Peru,1434128135
Norway,Peru,57912673
Nepal,Peru,180357
New Zealand,Peru,27087918
Oman,Peru,7380243
Pakistan,Peru,3527503
Panama,Peru,513371169
Philippines,Peru,211114727
Poland,Peru,21226051
North Korea,Peru,3136592
Portugal,Peru,45325957
Paraguay,Peru,13379512
French Polynesia,Peru,29464
Qatar,Peru,794903
Romania,Peru,9445416
Russia,Peru,211132199
Saudi Arabia,Peru,14266771
Sudan,Peru,221645
Senegal,Peru,1082399
Singapore,Peru,14979580
Sierra Leone,Peru,529526
El Salvador,Peru,94314939
San Marino,Peru,276188
Serbia,Peru,55309
Sao Tome And Principe,Peru,863
Suriname,Peru,4016531
Slovakia,Peru,67157
Slovenia,Peru,1301402
Sweden,Peru,87378966
Saint Maarten,Peru,1702212
Syria,Peru,213073
Turks and Caicos Isds,Peru,22581
Togo,Peru,497344
Thailand,Peru,192220309
Trinidad And Tobago,Peru,17995157
Tunisia,Peru,298251
Turkey,Peru,39979365
Tanzania,Peru,115368
Uganda,Peru,7812
Ukraine,Peru,3201654
Uruguay,Peru,42245812
United States,Peru,5748249803
St Vincent and the Grenadines,Peru,525487
Venezuela,Peru,38892646
Vietnam,Peru,140518587
Yemen,Peru,178856
South Africa,Peru,41742804
Zambia,Peru,1699924
Zimbabwe,Peru,2435515
Aruba,Philippines,214330
Afghanistan,Philippines,7692014
Angola,Philippines,391576
Albania,Philippines,245820
Andorra,Philippines,180222
United Arab Emirates,Philippines,399663378
Argentina,Philippines,78089413
Armenia,Philippines,173752
American Samoa,Philippines,1356502
Antigua and Barbuda,Philippines,10653
Australia,Philippines,398099783
Austria,Philippines,95020963
Azerbaijan,Philippines,124449
Burundi,Philippines,125035
Belgium,Philippines,240362853
Benin,Philippines,24944
Burkina Faso,Philippines,43453
Bangladesh,Philippines,20698271
Bulgaria,Philippines,50346708
Bahrain,Philippines,10840592
Bahamas,Philippines,546352
Bosnia And Herzegovina,Philippines,106538
Belarus,Philippines,413366
Belize,Philippines,340662
Bermuda,Philippines,10517
Bolivia,Philippines,106566
Brazil,Philippines,185256054
Barbados,Philippines,99672
Brunei,Philippines,5256234
Bhutan,Philippines,66999
Botswana,Philippines,83788
Central African Republic,Philippines,385
Canada,Philippines,621071602
Switzerland,Philippines,427529285
Chile,Philippines,52358148
China,Philippines,9814427518
Ivory Coast,Philippines,1805276
Cameroon,Philippines,1323096
Republic of the Congo,Philippines,1084192
Cook Islands,Philippines,11866
Colombia,Philippines,24682711
Comoros,Philippines,42399
Cape Verde,Philippines,370875
Costa Rica,Philippines,15495120
Cuba,Philippines,3400955
Curacao,Philippines,17442552
Cayman Islands,Philippines,282505
Cyprus,Philippines,5613520
Czech Republic,Philippines,340440055
Germany,Philippines,2723148920
Djibouti,Philippines,1206835
Dominica,Philippines,353128
Denmark,Philippines,52810682
Dominican Republic,Philippines,23541705
Algeria,Philippines,2631116
Ecuador,Philippines,2690965
Egypt,Philippines,15554982
Eritrea,Philippines,40
Spain,Philippines,194426172
Estonia,Philippines,5160057
Ethiopia,Philippines,3597468
Finland,Philippines,65917910
Fiji,Philippines,3034022
France,Philippines,802031906
Faroe Islands,Philippines,3174
FS Micronesia,Philippines,7224970
Gabon,Philippines,8594
United Kingdom,Philippines,505990395
Georgia,Philippines,707861
Ghana,Philippines,5628234
Gibraltar,Philippines,1235
Guinea,Philippines,922557
Gambia,Philippines,70224
Guinea Bissau,Philippines,9508
Greece,Philippines,6753531
Grenada,Philippines,22107
Guatemala,Philippines,2263052
Guam,Philippines,12993673
Guyana,Philippines,54963
Hong Kong,Philippines,9624897415
Heard Island and McDonald Islands,Philippines,1046
Honduras,Philippines,571863
Croatia,Philippines,4467443
Haiti,Philippines,237600
Hungary,Philippines,186180631
Indonesia,Philippines,829016228
India,Philippines,545445461
Ireland,Philippines,164121051
Iran,Philippines,69779221
Iraq,Philippines,21685170
Iceland,Philippines,422290
Israel,Philippines,58453560
Italy,Philippines,203956571
Jamaica,Philippines,563497
Jordan,Philippines,3096807
Japan,Philippines,10674916696
Kazakhstan,Philippines,1424794
Kenya,Philippines,10388182
Kyrgyzstan,Philippines,5713
Cambodia,Philippines,26159939
Kiribati,Philippines,735785
South Korea,Philippines,3240829679
Kuwait,Philippines,38457714
Laos,Philippines,1089472
Lebanon,Philippines,3907627
Liberia,Philippines,42256169
Libya,Philippines,747737
Sri Lanka,Philippines,28449971
Lesotho,Philippines,13985
Lithuania,Philippines,7897078
Luxembourg,Philippines,4845293
Latvia,Philippines,1934274
Macau,Philippines,19672100
Morocco,Philippines,12910764
Moldova,Philippines,150931
Madagascar,Philippines,209447
Maldives,Philippines,1982156
Mexico,Philippines,672266376
Marshall Islands,Philippines,3191601
Macedonia,Philippines,483393
Mali,Philippines,1106698
Malta,Philippines,21783568
Myanmar,Philippines,54968873
Montenegro,Philippines,771
Mongolia,Philippines,2341871
Northern Mariana Islands,Philippines,3771436
Mozambique,Philippines,379415
Mauritania,Philippines,25
Mauritius,Philippines,1667390
Malawi,Philippines,50611
Malaysia,Philippines,1825274249
Namibia,Philippines,31351
New Caledonia,Philippines,3860184
Niger,Philippines,37302
Norfolk Island,Philippines,4403097
Nigeria,Philippines,4553479
Nicaragua,Philippines,463843
Netherlands,Philippines,2266052624
Norway,Philippines,6314952
Nepal,Philippines,1521528
New Zealand,Philippines,54577073
Oman,Philippines,12976774
Pakistan,Philippines,49133242
Panama,Philippines,11909374
Pitcairn Islands,Philippines,481
Peru,Philippines,46546388
Palau,Philippines,2814599
Papua New Guinea,Philippines,19019860
Poland,Philippines,206383172
Portugal,Philippines,29230445
Paraguay,Philippines,785287
French Polynesia,Philippines,22439111
Qatar,Philippines,57412155
Romania,Philippines,30222336
Russia,Philippines,102263811
Rwanda,Philippines,172029
Saudi Arabia,Philippines,134097726
Sudan,Philippines,510503
Senegal,Philippines,169399
Singapore,Philippines,3831791658
